"listingCard__media-link href","listingCard__photo-index","listingCard__price","listingCard__date","listingCard__title","listingCard__spec-item","listingCard__spec-item 2","listingCard__spec-item 3","listingCard__spec-item 4","listingCard__spec-sep 4","listingCard__spec-label 5","listingCard__spec-item 5","listingCard__location","he-lazy-image src","listingCard__owner-firm","wp-btn-label","listingCard__owner-name","he-lazy-image src 2","he-lazy-image src 3"
"https://www.hepsiemlak.com/aydin-soke-konak-kiralik/daire/156725-116","1 / 11","26.000","09/09/2026","Aydin Söke Konak Mahallesin De Kiralık 2+1 Daire","Kiralık Daire","2 + 1","90 m²","Sıfır Bina","·","Kat","En Üst Kat","Aydın / Söke / Konak Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/0/6/3/5/6/4/1787151471-571145-46536022.jpeg","","WhatsApp","","",""
"https://www.hepsiemlak.com/aydin-efeler-girne-kiralik/daire/95325-630","1 / 25","28.000","10/09/2026","Efeler Girne'de Kiralık 2+1 Doğalgazlı Daire","Kiralık Daire","2 + 1","95 m²","10 Yaşında","·","Kat","1. Kat","Aydın / Efeler / Girne Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Metropol Gayrimenkul","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-efeler-orta-kiralik/daire/0-47255802","1 / 10","20.000","07/09/2026","Sahibinden Kiralık Daire Tekstil Park Yanı","Kiralık Daire","2 + 1","75 m²","9 Yaşında","·","Kat","3. Kat","Aydın / Efeler / Orta Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp","","",""
"https://www.hepsiemlak.com/aydin-efeler-mesrutiyet-kiralik/daire/121492-145","1 / 20","27.500","07/09/2026","Batı Gazi Bulvarında  3 + 1  Asansörlü, Doğalgazlı Kiralık Daire","Kiralık Daire","3 + 1","140 m²","20 Yaşında","·","Kat","4. Kat","Aydın / Efeler / Meşrutiyet Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Mimaroba Çınar Gayrimenkul","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-kusadasi-karaova-kiralik/daire/1281-1593","1 / 32","14.500","07/09/2026","Kuşadası Karaova Mevkii'nde, Senelik Peşin Tek Kişi İçin  1+0 Tam Eşyalı Kiralık Daire. Plaja 1 Km","Kiralık Daire","1 + 1","22 m²","3 Yaşında","·","Kat","Villa Katı","Aydın / Kuşadası / Karaova Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp","","",""
"https://www.hepsiemlak.com/aydin-kusadasi-degirmendere-kiralik/daire/88932-1053","1 / 29","26.000","06/09/2026","Kuşadası /değirmendere'de Ebeveyn Banyolu Havuzlu Sitede Aidat İçinde Okullara Yürüme  2+1","Kiralık Daire","2 + 1","85 m²","4 Yaşında","·","Kat","Ara Kat","Aydın / Kuşadası / Değirmendere Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","İda Ege Emlak","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-efeler-zafer-kiralik/daire/163274-91","1 / 12","27.500","09/09/2026","Zafer Mahallesi'nde 2+1 Eşyalı Kiralık Daire","Kiralık Daire","2 + 1","70 m²","6 Yaşında","·","Kat","4. Kat","Aydın / Efeler / Zafer Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Erbaş Class Emlak & Gayrimenkul","WhatsApp","Melih
                  Erbaş","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/aydin-didim-altinkum-kiralik/daire/29249-962","1 / 28","280.000","08/09/2026","Didim Altınkum Plajına Yakın Sezonluk Kiralık 2+1 Havuzlu Dublex Daire","Kiralık Daire","2 + 1","100 m²","15 Yaşında","·","Kat","3. Kat","Aydın / Didim / Altınkum Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Altınkum Prestige Homes","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-kusadasi-degirmendere-kiralik/daire/18495-4138","1 / 19","30.000","05/09/2026","Sosyal Donatılı Sitede Havuz Cephe Kiralık 1+1 Daire","Kiralık Daire","1 + 1","89 m²","1 Yaşında","·","Kat","4. Kat","Aydın / Kuşadası / Değirmendere Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Blue Bırds Ada Gayrimenkul","WhatsApp","Hüseyin
                  Özkan","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/aydin-efeler-yedi-eylul-kiralik/daire/64143-2855","1 / 34","30.000","09/09/2026","Aydın Kiralık 7 Eylül Mahallesi'nde 4+1 Daire","Kiralık Daire","4 + 1","180 m²","26 Yaşında","·","Kat","3. Kat","Aydın / Efeler / Yedi Eylül Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Alp Gayrimenkul","WhatsApp","Fevzi
                  Köse","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/aydin-kusadasi-degirmendere-kiralik/daire/28110-16345","1 / 27","35.000","07/09/2026","Egebirlik Sitesinde Kiralık 3+1 Daire","Kiralık Daire","3 + 1","100 m²","8 Yaşında","·","Kat","Yüksek Giriş","Aydın / Kuşadası / Değirmendere Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Pasha 1","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-soke-yenikent-kiralik/daire/97893-604","1 / 23","25.000","10/09/2026","Acıklama İlanda Mevcut","Kiralık Daire","1 + 1","50 m²","6 Yaşında","·","Kat","2. Kat","Aydın / Söke / Yenikent Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ada Avşar Gayrimenkul Danışmanlığı","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-efeler-zafer-kiralik/daire/162341-64","1 / 19","25.000","09/09/2026","Aydın Efeler Zafer Mahallesinde Merkezi Konumda 3+1 Kiralık","Kiralık Daire","3 + 1","130 m²","26 Yaşında","·","Kat","4. Kat","Aydın / Efeler / Zafer Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Gündem Gayrimenkul","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-kusadasi-davutlar-kiralik/daire/135728-1210","1 / 25","30.000","06/09/2026","Kuşadası Davutlar Merkezde Kapalı Mutfak 2+1 Daire","Kiralık Daire","2 + 1","95 m²","8 Yaşında","·","Kat","3. Kat","Aydın / Kuşadası / Davutlar Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Elit Ada Gayrimenkul","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-efeler-fatih-kiralik/daire/64573-42","1 / 25","19.500","07/09/2026","Ünlü Emlaktan Kiralık Müstakil Daire Otoparklı","Kiralık Daire","3 + 1","110 m²","35 Yaşında","·","Kat","Ara Kat","Aydın / Efeler / Fatih Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ünlü Emlak","WhatsApp","İsmail
                  Ünlü","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/aydin-efeler-mesrutiyet-kiralik/daire/40599-4529","1 / 37","25.000","03/09/2026","Hb'den 2+1 Kiralık Daire,Meşrutiyet Mah'de Doğalgazlı Ara Kat","Kiralık Daire","2 + 0","95 m²","30 Yaşında","·","Kat","4. Kat","Aydın / Efeler / Meşrutiyet Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Hb Gayrimenkul","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-efeler-orta-kiralik/daire/147624-283","1 / 24","17.000","08/09/2026","Üniversite Caddesi Üzeri 2+1 Asansör-Otoparklı","Kiralık Daire","2 + 1","85 m²","8 Yaşında","·","Kat","1. Kat","Aydın / Efeler / Orta Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Eray Gider Gayrimenkul","WhatsApp","Eray
                  Gider","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/aydin-efeler-cuma-kiralik/daire/131814-393","1 / 22","45.000","07/09/2026","Doğu Gazi’de 5+1 Eşyalı Daire Fırsatı","Kiralık Daire","5 + 1","195 m²","15 Yaşında","·","Kat","3. Kat","Aydın / Efeler / Cuma Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Konak Gayrimenkul","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-efeler-orta-kiralik/daire/131789-200","1 / 20","16.000","09/09/2026","Aydın Efeler, Eşyalı Geniş Ferah 1+1 Kiralık Daire","Kiralık Daire","1 + 10","50 m²","10 Yaşında","·","Kat","Ara Kat","Aydın / Efeler / Orta Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp","","",""
"https://www.hepsiemlak.com/aydin-efeler-zafer-kiralik/daire/124121-780","1 / 35","15.000","08/09/2026","Eşyalı Kiralık 1+1","Kiralık Daire","1 + 1","55 m²","8 Yaşında","·","Kat","Yüksek Giriş","Aydın / Efeler / Zafer Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Mert Gayrimenkul","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-efeler-efeler-kiralik/daire/124098-178","1 / 42","23.000","10/09/2026","Aydın Alt Efeler Mah 3+1 Doğalgazlı Ara Kat Kiralık","Kiralık Daire","3 + 1","140 m²","25 Yaşında","·","Kat","3. Kat","Aydın / Efeler / Efeler Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Kaçmaz Emlak","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-kusadasi-kadinlar-denizi-kiralik/daire/114395-3656","1 / 36","40.000","09/09/2026","Kuşadasında Havuzlu Lüks Elit Yeni Sitede 2+1 Eşyalı Kiralık Daire","Kiralık Daire","2 + 1","100 m²","5 Yaşında","·","Kat","2. Kat","Aydın / Kuşadası / Kadınlar Denizi Mah.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/9/3/4/1/1/a904cdb8-0b8e-4d25-9001-b08c3c07da3b.png","Emlak Adası Kuşadası","WhatsApp","Emlak
                  Adası","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg",""
"https://www.hepsiemlak.com/aydin-nazilli-isabeyli-kiralik/daire/160026-370","1 / 11","13.200","09/09/2026","Duru Emlaktan 1+1 Full Eşyalı Geniş M2 Kiralık Daire","Kiralık Daire","1 + 1","60 m²","6 Yaşında","·","Kat","3. Kat","Aydın / Nazilli / İsabeyli Mah.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/2/0/0/6/1/65538d15-6c8a-4169-aa12-c3c7211de99c.jpg","Duru Emlak","WhatsApp","","",""
"https://www.hepsiemlak.com/aydin-didim-efeler-kiralik/daire/99698-748","1 / 22","22.500","09/09/2026","Didimde Kiralık 1+1 Eşyalı Havuzlu Site İçerisinde Aidat Ve İnternet Fiyata Dahil Daire !","Kiralık Daire","1 + 1","50 m²","12 Yaşında","·","Kat","Yüksek Giriş","Aydın / Didim / Efeler Mah.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/9/6/9/9/0/fdc09dff-67d0-4417-b624-8efb9c6a0998.jpg","Ct Gayrimenkul Real Estate","WhatsApp","","",""
"https://www.hepsiemlak.com/aydin-nazilli-yesil-kiralik/daire/113600-536","1 / 19","25.000","04/09/2026","Alfa Emlak Dan Yeşil Mahallede Kiralık 3+1 Daire","Kiralık Daire","3 + 1","150 m²","8 Yaşında","·","Kat","2. Kat","Aydın / Nazilli / Yeşil Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/3/2/8/6/9/6/4/1784453793-243022-46968238.jpeg","Alfa Emlak","WhatsApp","Ali
                  Çam","","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/6/7/9/1/3/4/2/a025a2cf-4f31-453a-8062-ca023b687a28.jpg"
"https://www.hepsiemlak.com/aydin-nazilli-yesil-kiralik/daire/46102-319","1 / 31","22.000","08/09/2026","Nazilli Ege Emlak Ofisinden Yeşil Mah. Doğalgaz Kombili, Asansörlü Kiralık Daire","Kiralık Daire","2 + 1","105 m²","7 Yaşında","·","Kat","1. Kat","Aydın / Nazilli / Yeşil Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ege Emlak Ofisi","WhatsApp","Süleyman
                  Doğan","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/aydin-efeler-yedi-eylul-kiralik/daire/121492-149","1 / 18","25.000","07/09/2026","Mimaroba Çınar'dan Yedi Eylül Mah Doğalgazlı 3+1 Daire","Kiralık Daire","3 + 1","140 m²","22 Yaşında","·","Kat","4. Kat","Aydın / Efeler / Yedi Eylül Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Mimaroba Çınar Gayrimenkul","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-didim-akbuk-kiralik/daire/37124-1162","1 / 25","47.500","05/09/2026","Akbük'te Doğa Deniz Manzaralı Lüks Sitede Yıllık ( Sürekli - Devamlı ) Kiralık 3+1 Ayrı Mutfak Daire","Kiralık Daire","3 + 1","150 m²","3 Yaşında","·","Kat","1. Kat","Aydın / Didim / Akbük Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Apollo Gayrimenkul","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-kusadasi-bayraklidede-kiralik/daire/76787-1927","1 / 20","45.000","07/09/2026","Kuşadası Merkezde Havuzlu Sitede Kiralık Manzaralı Doğalgazlı 3+1 Daire","Kiralık Daire","3 + 1","160 m²","25 Yaşında","·","Kat","1. Kat","Aydın / Kuşadası / Bayraklıdede Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Jupiter Gayrimenkul","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-efeler-orta-kiralik/daire/141451-300","1 / 12","14.000","07/09/2026","Remax Pin'den Aydın Orta Mh Selanik Cd Fırsat 1+1 Kiralık Boş Da","Kiralık Daire","1 + 1","42 m²","6 Yaşında","·","Kat","1. Kat","Aydın / Efeler / Orta Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Pin","WhatsApp","Emre
                  Özkaya","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/aydin-efeler-zafer-kiralik/daire/79589-1494","1 / 19","22.000","08/09/2026","Aydın, Efeler, Zafer Mahallesinde Kiralık 1+1 Dubleks","Kiralık Daire","1 + 1","50 m²","6 Yaşında","·","Kat","5. Kat","Aydın / Efeler / Zafer Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ege Ayyıldız Gayrimenkul","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-kusadasi-degirmendere-kiralik/daire/84929-15175","1 / 19","25.000","07/09/2026","Kuşadası Değirmendere Mh.'de Havuzlu Sitede 1+1 Full Eşyalı Kiralık Daire","Kiralık Daire","1 + 1","55 m²","5 Yaşında","·","Kat","Giriş Katı","Aydın / Kuşadası / Değirmendere Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Level 61","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-efeler-zafer-kiralik/daire/124178-306","1 / 12","18.000","05/09/2026","Aydın Zafer Mah'de Kiralık Eşyalı 1+1 Daire","Kiralık Daire","1 + 1","50 m²","6 Yaşında","·","Kat","3. Kat","Aydın / Efeler / Zafer Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Aydın Bölge Gayrimenkul","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-efeler-zafer-kiralik/daire/32184-1288","1 / 27","32.000","07/09/2026","Aydın Kiralık Maritza Prime Rezidans 1+1 Eşyalı Daire","Kiralık Daire","1 + 1","60 m²","1 Yaşında","·","Kat","4. Kat","Aydın / Efeler / Zafer Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Dervişoğlu Berke Emlak","WhatsApp","Mehmet
                  Berke","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/aydin-cine-sevketiye-kiralik/daire/122453-207","1 / 17","20.000","07/09/2026","Ceren Emlaktan Şevketiye Mh. Full Eşyalı Lokasyon Harikası 1+1","Kiralık Daire","1 + 1","50 m²","5 Yaşında","·","Kat","3. Kat","Aydın / Çine / Şevketiye Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp","","",""
"https://www.hepsiemlak.com/aydin-efeler-orta-kiralik/daire/131789-197","1 / 27","16.000","09/09/2026","Aydın, Efeler, Klimalı, Doğalgazlı Ful Eşyalı Site İçinde Stüdyo Daire.","Kiralık Daire","1 + 1","45 m²","10 Yaşında","·","Kat","2. Kat","Aydın / Efeler / Orta Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp","","",""
"https://www.hepsiemlak.com/aydin-efeler-kurtulus-kiralik/daire/40599-4411","1 / 37","18.000","07/09/2026","Hb'den 3+1 Eşyalı Kiralık Daire, Kıbrıs Caddesi Üzeri Ara Kat","Kiralık Daire","3 + 1","130 m²","46 Yaşında","·","Kat","4. Kat","Aydın / Efeler / Kurtuluş Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Hb Gayrimenkul","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-efeler-zafer-kiralik/daire/131814-377","1 / 15","23.500","08/09/2026","Fırsat Başar Suit'de  Klimalı","Kiralık Daire","1 + 1","52 m²","6 Yaşında","·","Kat","4. Kat","Aydın / Efeler / Zafer Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Konak Gayrimenkul","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-kusadasi-cumhuriyet-kiralik/daire/28110-16444","1 / 24","30.000","07/09/2026","Kuşadası Merkezde Full Eşyalı 1+1 Daire","Kiralık Daire","1 + 1","56 m²","3 Yaşında","·","Kat","1. Kat","Aydın / Kuşadası / Cumhuriyet Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Pasha 1","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-nazilli-isabeyli-kiralik/daire/160026-367","1 / 10","14.500","05/09/2026","Duru Emlaktan 1+1 Full Eşyalı Kiralık Daire","Kiralık Daire","1 + 1","70 m²","6 Yaşında","·","Kat","2. Kat","Aydın / Nazilli / İsabeyli Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Duru Emlak","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-germencik-yedieylul-kiralik/daire/130369-446","1 / 20","27.000","08/09/2026","Germencik Yedieylül Mah.Geniş Sıfır Doğalgazlı 3+1 Kiralık Daire","Kiralık Daire","3 + 1","150 m²","4 Yaşında","·","Kat","Yüksek Giriş","Aydın / Germencik / Yedieylül Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Terra Gayrimenkul","WhatsApp","Nesrin
                  Özkocaman","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/aydin-kusadasi-degirmendere-kiralik/mustakil-ev/148837-1958","1 / 23","80.000","08/09/2026","Kuşadası Türkmen Mahallesi Müstakil Havuzlu Villa","Kiralık Müstakil Ev","3 + 1","489 m²","15 Yaşında","·","Kat","","Aydın / Kuşadası / Değirmendere Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Pasha 1","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-efeler-fatih-kiralik/daire/131465-242","1 / 20","25.000","08/09/2026","Orman Fidanlığı Karşısında Doğalgazlı Kiralık Daire","Kiralık Daire","3 + 1","160 m²","25 Yaşında","·","Kat","5. Kat","Aydın / Efeler / Fatih Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Mercan Gayrimenkul","WhatsApp","Halil
                  Akyağcı","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/aydin-efeler-kurtulus-kiralik/daire/125916-422","1 / 26","23.000","07/09/2026","Aydın Efeler Cumhuriyet Mah.  Kiralık 2+1  Daire","Kiralık Daire","2 + 1","90 m²","5 Yaşında","·","Kat","1. Kat","Aydın / Efeler / Kurtuluş Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Karadeniz Emlak","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-didim-efeler-kiralik/daire/170427-342","1 / 20","28.000","09/09/2026","Denize Ve Merkeze Yürüme Mesafesinde Eşyalı 2+1 Kiralık Daire","Kiralık Daire","2 + 1","85 m²","11 Yaşında","·","Kat","1. Kat","Aydın / Didim / Efeler Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Bodrum Zeytin Gayrimenkul Ticaret Anonim Şirketi","WhatsApp","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/aydin-efeler-mesrutiyet-kiralik/daire/0-47261634","1 / 17","28.000","07/09/2026","Sahibinden 2+1 120 Metre Kare Atatürk Bulvarı Üzerinde","Kiralık Daire","2 + 1","125 m²","30 Yaşında","·","Kat","Ara Kat","Aydın / Efeler / Meşrutiyet Mah.","","","WhatsApp","","",""
"https://www.hepsiemlak.com/aydin-kusadasi-degirmendere-kiralik/daire/147107-59","1 / 21","25.000","07/09/2026","1+1 Full Eşyalı Kiralık Daire","Kiralık Daire","1 + 1","55 m²","6 Yaşında","·","Kat","Yüksek Giriş","Aydın / Kuşadası / Değirmendere Mah.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/0/1/7/4/1/54c04e90-8a04-460a-8718-48e55e15aea9.jpg","Günışığı Gayrimenkul","WhatsApp","","",""
"https://www.hepsiemlak.com/aydin-efeler-mesrutiyet-kiralik/daire/148156-113","1 / 30","21.000","05/09/2026","Aydın Efeler Meşrutiyet Mahallesinde Doğalgazlı 3+1","Kiralık Daire","3 + 1","135 m²","25 Yaşında","·","Kat","3. Kat","Aydın / Efeler / Meşrutiyet Mah.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/5/1/8/4/1/6a1e32e1-12fd-42d7-8298-2cf249a40da0.jpg","Garantis Gayrimenkul Yatırım Danışmanlığı","WhatsApp","","",""
"https://www.hepsiemlak.com/aydin-soke-ataturk-kiralik/daire/124294-88","1 / 30","35.000","04/09/2026","Söke Emlak Ofisinden Atatürk Mahallesinde Eşyalı Kiralık Daire","Kiralık Daire","3 + 1","145 m²","16 Yaşında","·","Kat","1. Kat","Aydın / Söke / Atatürk Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/1/8/8/4/2/7/4/e506610c-6437-4bfe-8e7c-14acb8acfbd9.jpg","","WhatsApp","","",""
