"listingCard__media-link href","listingCard__photo-index","listingCard__price","listingCard__date","listingCard__title","listingCard__spec-item","listingCard__spec-item 2","listingCard__spec-item 3","listingCard__spec-item 4","listingCard__spec-sep 4","listingCard__spec-label 5","listingCard__spec-item 5","listingCard__location","he-lazy-image src","listingCard__owner-firm","wp-btn-label","he-lazy-image src 2"
"https://www.hepsiemlak.com/izmir-seferihisar-sigacik-kiralik/daire/15406-252","1 / 29","45.000","05/09/2026","Sığacık Merkezde Önü Park Ferah En Üst Kat Eşyalı Kiralık 2+1","Kiralık Daire","2 + 1","75 m²","16 Yaşında","·","Kat","3. Kat","İzmir / Seferihisar / Sığacık Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Teos Emlak","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-konak-cankaya-kiralik/daire/1980-3177","1 / 21","48.000","09/09/2026","T/a Emlaktan Mithatpaşa Yalısında 2.Kat Kiralık Daire","Kiralık Daire","3 + 1","120 m²","40 Yaşında","·","Kat","2. Kat","İzmir / Konak / Çankaya Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-bayrakli-mansuroglu-kiralik/daire/9047-1221","1 / 2","30.000","10/09/2026","İzmir, Bayraklı, Mansuroğlu Mah. Özkanlarda Eşyalı D.Gaz Kombili Kiralık Daire","Kiralık Daire","2 + 1","125 m²","39 Yaşında","·","Kat","3. Kat","İzmir / Bayraklı / Mansuroğlu Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-urla-gulbahce-kiralik/daire/31745-23395","1 / 29","30.000","09/09/2026","Eşyalı Kiralık Gülbahçe'de Ara Kat 2+1","Kiralık Daire","2 + 1","60 m²","20 Yaşında","·","Kat","Ara Kat","İzmir / Urla / Gülbahçe Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Kw Alesta-viya-orsa 5","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karsiyaka-yali-kiralik/daire/73574-1150","1 / 24","85.000","08/09/2026","Soyak Optimus Havuz Cephe Büyük Tip Kış Bahçeli 2+1 Dubleks","Kiralık Daire","2 + 1","115 m²","11 Yaşında","·","Kat","Bahçe Katı","İzmir / Karşıyaka / Yalı Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-konak-cankaya-kiralik/daire/78202-3801","1 / 24","32.000","03/09/2026","Mithatpaşa Köprü Yakını Zemin Kat 3+1 Daire Kiralık","Kiralık Daire","3 + 1","119 m²","45 Yaşında","·","Kat","Zemin","İzmir / Konak / Çankaya Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Startkey Sembol","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-bornova-inonu-kiralik/daire/38547-1875","1 / 23","33.000","04/09/2026","Finalim Emlak'tan Merkezi Konumda Eşyalı Kiralık 2+1 Daire","Kiralık Daire","2 + 1","80 m²","31 Yaşında","·","Kat","3. Kat","İzmir / Bornova / İnönü Mah.","","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-bornova-evka-4-kiralik/daire/20945-2434","1 / 23","30.000","04/09/2026","Evka4 Erdemay Emlaktan 2+1 Full Mobilyalı Kiralık","Kiralık Daire","2 + 1","77 m²","26 Yaşında","·","Kat","3. Kat","İzmir / Bornova / Evka 4 Mah.","","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-cigli-balatcik-kiralik/daire/95207-964","1 / 23","40.000","04/09/2026","Balatçık'ta Çok Şık - Full Beyaz Eşyalı Kiralık 2+1","Kiralık Daire","2 + 1","90 m²","2 Yaşında","·","Kat","1. Kat","İzmir / Çiğli / Balatçık Mah.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/0/2/5/9/0/babf54df-2f5f-42cf-b78d-b3d0c48e38d0.jpg","Startkey City","WhatsApp","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/3/8/0/8/9/1/baf9a6fb-52a8-47a2-9cac-50798c2ba86d.jpg"
"https://www.hepsiemlak.com/izmir-menemen-zeytinlik-kiralik/daire/49744-713","1 / 23","22.000","08/09/2026","Koyundere'de Ana Yola Yakın Kiralık 3+1 Temiz Daire","Kiralık Daire","3 + 1","125 m²","11 Yaşında","·","Kat","7. Kat","İzmir / Menemen / Zeytinlik Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/4/1/5/8/6/4/3cb7651e-7874-48f2-ba5f-5beccc55f935.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-konak-kahramanlar-kiralik/daire/10160-3479","1 / 32","50.000","09/09/2026","Kahramanlar 1395 Sk Fuar Cepheli Bakımlı 2. Kat Asansör-Doğalgaz","Kiralık Daire","3 + 1","128 m²","31 Yaşında","·","Kat","2. Kat","İzmir / Konak / Kahramanlar Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Güzelyalı Emlak","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-konak-alsancak-kiralik/daire/37033-4076","1 / 32","60.000","08/09/2026","Fırsat Alsancak Merkezde 1 Kordon Yakını 2+1 Teraslı Yeni Eşyalı Mobilyalı Harika Daire","Kiralık Daire","2 + 1","150 m²","27 Yaşında","·","Kat","4. Kat","İzmir / Konak / Alsancak Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Demet Emlak","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-cigli-atasehir-kiralik/daire/91814-1014","1 / 32","32.000","08/09/2026","9 Eylül Emlak Çiğli Anadolu Cadde Üzeri Merkezde 2+1 Kiralık Daire","Kiralık Daire","2 + 1","90 m²","10 Yaşında","·","Kat","2. Kat","İzmir / Çiğli / Ataşehir Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","9 Eylül Emlak","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-konak-piri-reis-kiralik/daire/83651-2127","1 / 27","34.000","05/09/2026","Askeri Hast. Yakını Genç Bina 3+1 120m2 Temiz Bakımlı Daire","Kiralık Daire","3 + 1","120 m²","16 Yaşında","·","Kat","3. Kat","İzmir / Konak / Piri Reis Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Almira Emlak","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-cigli-aydinlikevler-kiralik/daire/57124-665","1 / 16","30.000","10/09/2026","Aydınlık Evler'de Doğalgazlı / Deniz Manzaralı 3+1 Kiralık Daire","Kiralık Daire","3 + 1","110 m²","31 Yaşında","·","Kat","2. Kat","İzmir / Çiğli / Aydınlıkevler Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Gür Kardeşler Emlak","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-odemis-uc-eylul-kiralik/daire/127924-355","1 / 22","23.000","09/09/2026","Kiralık Yeni Daire","Kiralık Daire","2 + 1","110 m²","5 Yaşında","·","Kat","En Üst Kat","İzmir / Ödemiş / Üç Eylül Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-bornova-mevlana-kiralik/daire/90799-713","1 / 22","30.000","09/09/2026","Zengin Emlaktan 1+1 Eşyalı Kiralık Daire","Kiralık Daire","1 + 1","55 m²","8 Yaşında","·","Kat","3. Kat","İzmir / Bornova / Mevlana Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-karabaglar-yasar-kemal-kiralik/daire/52125-464","1 / 22","28.000","09/09/2026","Kiralık Toki 3+1 Bakımlı 130 Metrekare Ara Kat Doğalgazlı Daire","Kiralık Daire","3 + 1","140 m²","16 Yaşında","·","Kat","4. Kat","İzmir / Karabağlar / Yaşar Kemal Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-cigli-balatcik-kiralik/daire/106987-904","1 / 22","28.000","10/09/2026","İkçü Yakını Full Eşyalı 2+1 Kiralık Daire","Kiralık Daire","2 + 1","65 m²","9 Yaşında","·","Kat","3. Kat","İzmir / Çiğli / Balatçık Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Kamusal Gayrimenkul","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karsiyaka-bostanli-kiralik/daire/17980-2020","1 / 31","40.000","09/09/2026","Kiralık Bostanlı'da 3m Migros'a,İzban'a Yakın Geniş Caddede 3+1","Kiralık Daire","3 + 1","140 m²","26 Yaşında","·","Kat","3. Kat","İzmir / Karşıyaka / Bostanlı Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Hande Emlak","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-bayrakli-sogukkuyu-kiralik/daire/30707-4410","1 / 26","34.000","07/09/2026","Kahandan Bayraklı Yenigirnede 3+1 Kiralık Daire","Kiralık Daire","3 + 1","135 m²","22 Yaşında","·","Kat","Yüksek Giriş","İzmir / Bayraklı / Soğukkuyu Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-gaziemir-yesil-kiralik/daire/56650-720","1 / 21","40.000","09/09/2026","Yeşil Mah.D.Gazlı,Çift Cephe Köşe Konumlu 3+1,Kiralık Daire","Kiralık Daire","3 + 1","135 m²","11 Yaşında","·","Kat","3. Kat","İzmir / Gaziemir / Yeşil Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-cigli-atasehir-kiralik/daire/120850-536","1 / 21","35.000","09/09/2026","Çiğli Ataşehir’de Kiralık  3+1 İzban 2dk Hastanelere Okullara  Yakın","Kiralık Daire","3 + 1","140 m²","25 Yaşında","·","Kat","Ara Kat","İzmir / Çiğli / Ataşehir Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Selman Emlak Satıcısı","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-cesme-16-eylul-kiralik/daire/25111-977","1 / 30","50.000","07/09/2026","Çeşme Merkezde Liman Manzaralı Eşyasız 1+1 Daire","Kiralık Daire","1 + 1","75 m²","6 Yaşında","·","Kat","3. Kat","İzmir / Çeşme / 16 Eylül Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Çeşme Ergun Emlak","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-torbali-inonu-kiralik/daire/91567-2243","1 / 30","22.000","04/09/2026","Berk Emlak'tan Ayrancılar İnönüde Site İçi Kiralık 1+1 Daire","Kiralık Daire","1 + 1","62 m²","Sıfır Bina","·","Kat","2. Kat","İzmir / Torbalı / İnönü Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Berk Emlak","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-seferihisar-sigacik-kiralik/daire/103687-402","1 / 14","30.000","09/09/2026","Sığacık Marinaya 300 Metre Asansörlü Binada Kiralık 1+1 Daire","Kiralık Daire","1 + 1","50 m²","3 Yaşında","·","Kat","2. Kat","İzmir / Seferihisar / Sığacık Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Arzava Gayrimenkul","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-torbali-muratbey-kiralik/daire/102474-1702","1 / 20","35.000","08/09/2026","İzmir Torbalı Gold Emlaktan Kiralık 3x1 Daire","Kiralık Daire","3 + 1","170 m²","7 Yaşında","·","Kat","Ara Kat","İzmir / Torbalı / Muratbey Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-gaziemir-gazi-kiralik/daire/57322-3177","1 / 29","45.000","08/09/2026","Kuray'dan Gazi Mahallesi'nde Geniş 3+1 Kiralık Daire Kd-238","Kiralık Daire","3 + 1","160 m²","16 Yaşında","·","Kat","Yüksek Giriş","İzmir / Gaziemir / Gazi Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Kuray Emlak","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-bayrakli-osmangazi-kiralik/daire/111780-216","1 / 29","31.000","03/09/2026","Osmangazi Zeytinlik'te Kiralık Daire","Kiralık Daire","3 + 1","165 m²","20 Yaşında","·","Kat","Kot 2","İzmir / Bayraklı / Osmangazi Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-karsiyaka-bostanli-kiralik/daire/8047-2325","1 / 29","35.000","08/09/2026","Karşıyaka Bostanlı Uğur Mumcu Parkı Civarı Asansörlü 3+1 Daire","Kiralık Daire","3 + 1","120 m²","35 Yaşında","·","Kat","5. Kat","İzmir / Karşıyaka / Bostanlı Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ülkü Emlak","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karabaglar-gulyaka-kiralik/daire/79070-4295","1 / 29","26.000","05/09/2026","Karabağlar Gülyaka Mah.Cadde Üzerinde Doğalgazlı Arakat 3+1 Kiralık Daire","Kiralık Daire","3 + 1","120 m²","20 Yaşında","·","Kat","2. Kat","İzmir / Karabağlar / Gülyaka Mah.","","Harputlu Emlak","WhatsApp","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/9/8/0/4/1/5/1/dba621be-e00c-4c77-a988-b58fe33ff42b.jpg"
"https://www.hepsiemlak.com/izmir-buca-adatepe-kiralik/daire/143816-128","1 / 35","35.000","09/09/2026","Bucaparisa'dan Hasanağa Bah.Yanı Doğalgazlı 150 M2 Kiralık 3+1","Kiralık Daire","3 + 1","155 m²","11 Yaşında","·","Kat","3. Kat","İzmir / Buca / Adatepe Mah.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/1/8/3/4/1/c829e4e5-1e28-4300-901d-5144162fcac0.jpg","Parisa Yapı Gayrimenkul","WhatsApp",""
"https://www.hepsiemlak.com/izmir-buca-kozagac-kiralik/daire/63598-293","1 / 41","45.000","09/09/2026","Arga'dan Buca Çevikbir'de 5+1 Teraslı Kiralık  Dubleks Daire","Kiralık Daire","4 + 0","270 m²","22 Yaşında","·","Kat","4. Kat","İzmir / Buca / Kozağaç Mah.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/9/5/3/6/0/43884c91-0788-40db-8f79-74968f7075ef.jpg","Arga Emlak","WhatsApp",""
"https://www.hepsiemlak.com/izmir-konak-mimar-sinan-kiralik/daire/31270-3092","1 / 28","37.000","08/09/2026","Alsancak Merkezde 3+1 Doğalgazlı Kiralık Konut","Kiralık Daire","3 + 1","130 m²","40 Yaşında","·","Kat","5. Kat","İzmir / Konak / Mimar Sinan Mah.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/1/8/7/6/2/7/4/af1c2386-5d61-4494-b55d-52b6e699067e.jpg","Kadıoğlu Emlak LTD.ŞTİ.","WhatsApp","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/7/2/1/3/0/ec4374db-fc10-4231-a041-cbdb78c0dc47.jpg"
"https://www.hepsiemlak.com/izmir-karsiyaka-imbatli-kiralik/daire/37612-890","1 / 28","25.500","07/09/2026","İmbatlıda Kapalı Mutfak 2+1","Kiralık Daire","2 + 1","85 m²","6 Yaşında","·","Kat","Yüksek Giriş","İzmir / Karşıyaka / İmbatlı Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-buca-adatepe-kiralik/daire/169765-25","1 / 12","18.500","07/09/2026","Buca Adatepede Kiralık Eşyalı Daire 2+1","Kiralık Daire","2 + 1","75 m²","10 Yaşında","·","Kat","Giriş Katı","İzmir / Buca / Adatepe Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-karsiyaka-bostanli-kiralik/daire/1239-4826","1 / 19","67.500","05/09/2026","Bostanlı Akbank Sok Kiralık 3+1 Daire","Kiralık Daire","3 + 1","150 m²","25 Yaşında","·","Kat","Ara Kat","İzmir / Karşıyaka / Bostanlı Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Vision Gayrimenkul","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-odemis-suleyman-demirel-kiralik/daire/127956-668","1 / 19","24.000","04/09/2026","Gökçe Bağçivan Gayrimenkulden Ferah Geniş Kiralık Tek Daire","Kiralık Daire","3 + 1","160 m²","20 Yaşında","·","Kat","4. Kat","İzmir / Ödemiş / Süleyman Demirel Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-bornova-kazimdirik-kiralik/daire/63779-326","1 / 19","35.000","09/09/2026","Ege Üniversitesi Hastanesi Metro İst.Karşısında 1+1, Açık Otoparklı","Kiralık Daire","1 + 1","47 m²","9 Yaşında","·","Kat","1. Kat","İzmir / Bornova / Kazımdirik Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-konak-kultur-kiralik/daire/100015-1619","1 / 19","80.000","05/09/2026","Kültür Mahallesinde Asansörlü,Otoparklı 3+1 Eşyalı Kiralık Daire","Kiralık Daire","3 + 1","150 m²","31 Yaşında","·","Kat","3. Kat","İzmir / Konak / Kültür Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Aysarı Gayrimenkul Danışmanlığı","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-bornova-mevlana-kiralik/daire/141008-387","1 / 8","21.000","09/09/2026","Mevlana Mahallesinde Kiralık 1+1 Klimalı Temiz Daire","Kiralık Daire","1 + 1","45 m²","6 Yaşında","·","Kat","Yüksek Giriş","İzmir / Bornova / Mevlana Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Han Gayrimenkul","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-buca-camlipinar-kiralik/daire/0-47274764","1 / 8","17.000","09/09/2026","1+1 Kiralık","Kiralık Daire","1 + 1","140 m²","6 Yaşında","·","Kat","Kot 3","İzmir / Buca / Çamlıpınar Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/izmir-karabaglar-yunus-emre-kiralik/daire/0-47274671","1 / 8","22.000","10/09/2026","Dayalı Döşeli Teras Daire1+0","Kiralık Daire","1 + 1","60 m²","30 Yaşında","·","Kat","Çatı Katı","İzmir / Karabağlar / Yunus Emre Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-narlidere-yenikale-kiralik/daire/98031-977","1 / 16","50.000","08/09/2026","Mysite'den Yenikale Mah.De Kiralık Arakat 1+1 Eşyalı Daire","Kiralık Daire","1 + 1","75 m²","11 Yaşında","·","Kat","7. Kat","İzmir / Narlıdere / Yenikale Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-seferihisar-colak-ibrahim-bey-kiralik/daire/76453-1312","1 / 16","32.000","08/09/2026","İzmir Seferihisar Çolak İbrahim Bey Mahallesi’nde 2+1 Ara Kat Daire","Kiralık Daire","2 + 1","115 m²","Sıfır Bina","·","Kat","1. Kat","İzmir / Seferihisar / Çolak İbrahim Bey Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Kaptan Emlak","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-buca-kurucesme-kiralik/daire/67273-4153","1 / 27","25.000","08/09/2026","Buca Tınaztepe Hastane Yakını 2+1 Balkonlu Esnafoğlu'ndan","Kiralık Daire","2 + 1","75 m²","6 Yaşında","·","Kat","2. Kat","İzmir / Buca / Kuruçeşme Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Esnafoğlu Gayrimenkul","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-bayrakli-manavkuyu-kiralik/daire/39049-1068","1 / 27","34.500","09/09/2026","Bayraklı Manavkuyu Çamkıranda 3+1 Doğalgazlı Otoparklı Kiralık Daire","Kiralık Daire","3 + 1","105 m²","30 Yaşında","·","Kat","6. Kat","İzmir / Bayraklı / Manavkuyu Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-balcova-koruturk-kiralik/daire/77321-1219","1 / 27","60.000","08/09/2026","İzmir Balçova Onur Mah 16 Yıllık 3+1  Jeotermalli Asansörlü Kiralık Daire","Kiralık Daire","3 + 1","155 m²","16 Yaşında","·","Kat","1. Kat","İzmir / Balçova / Korutürk Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-cigli-yeni-mahalle-kiralik/daire/9515-3470","1 / 27","27.000","07/09/2026","Uçar Emlak’tan Çiğli Hastane Ve Vergi Daireleri , Tramway İle Ata Sanayi İzban Durağı Yakını  1+1","Kiralık Daire","1 + 1","58 m²","4 Yaşında","·","Kat","2. Kat","İzmir / Çiğli / Yeni Mahalle Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-seferihisar-camikebir-kiralik/daire/93568-213","1 / 23","28.000","07/09/2026","İzmir Yoluna Cepheli 3+1 Kiralık Daire","Kiralık Daire","3 + 1","120 m²","16 Yaşında","·","Kat","1. Kat","İzmir / Seferihisar / Camikebir Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Gül Emlak","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-seferihisar-turabiye-kiralik/daire/133723-1177","1 / 14","30.000","10/09/2026","Seferihisar Çarşı Merkezde 2+1 Ebeveyn Banyolu Daire","Kiralık Daire","2 + 1","90 m²","6 Yaşında","·","Kat","1. Kat","İzmir / Seferihisar / Turabiye Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Equinox Gayrimenkul","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-karsiyaka-ornekkoy-kiralik/daire/2186-12710","1 / 26","40.000","05/09/2026","Örnekköyde 3 Cepheli 3+1 Ebeveyn Banyolu Kiralık Daire","Kiralık Daire","3 + 1","120 m²","12 Yaşında","·","Kat","Ara Kat","İzmir / Karşıyaka / Örnekköy Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Köycüler Gayrimenkul Limited","WhatsApp","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/izmir-gaziemir-irmak-kiralik/daire/31107-834","1 / 17","60.000","07/09/2026","Gaziemir'deki En Güzel Kiralık Daire!","Kiralık Daire","3 + 1","130 m²","5 Yaşında","·","Kat","2. Kat","İzmir / Gaziemir / Irmak Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-dikili-salimbey-kiralik/daire/25451-1890","1 / 17","33.500","04/09/2026","İzmir Dikili Salimbey Mah 3+1 Mutfak Ayrı  İki Banyo Tuvalet Deniz Gören Daire","Kiralık Daire","3 + 1","120 m²","15 Yaşında","·","Kat","4. Kat","İzmir / Dikili / Salimbey Mah.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","WhatsApp",""
"https://www.hepsiemlak.com/izmir-karsiyaka-dedebasi-kiralik/daire/71862-2181","1 / 35","40.000","08/09/2026","Full Eşyalı-Kapalı Mutfaklı-Demirköprü İzban Yakını 2+1","Kiralık Daire","2 + 1","80 m²","10 Yaşında","·","Kat","Yüksek Giriş","İzmir / Karşıyaka / Dedebaşı Mah.","","","WhatsApp",""
